Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
Aegean Airlines,9,"""In Flight Service was nice""",26th March 2023,TRUE,"  Boarding was on time but with buses, welcome was friendly and tentative. We departed on time. There was WiFi available on the flight and is free on Business Class. In Flight Service was nice and tasty. Breakfast was nice and coffee and mastiha drink was good (they omitted the chocolate stick that they supposed to offer)",A321NEO,Couple Leisure,Business Class,Athens to Frankfurt,Mar-23,4,5,5,4,4,5,5,yes
Aegean Airlines,8,"""the crew was very friendly""",21st March 2023,TRUE,"  The ground service was excellent. Onboard, the cabin was pretty spacious. The seats were kinda small, and the legroom was disappointing. The food was okay and the crew was very friendly. The Wi-fi and connectivity were excellent. Much respect for the airline.",A320,Family Leisure,Business Class,Athens to Berlin,Sep-22,2,4,3,5,4,5,5,yes
Aegean Airlines,1,"""pay checks for overweight of 8kg""",16th March 2023,TRUE,"  I¡¯ve been traveling with Aegean many times since I live in Athens. I saw (me included) at least 10 pay checks for overweight of 8kg. After arguing with the ground representative, she literally told me not to board  this flight.  I would say Aegean is apparently better than low fare airlines but staff need training to be professional and more polite.",,Business,Economy Class,Athens to Stuttgart ,Jul-22,3,2,,1,1,1,1,no
Aegean Airlines,2,"""I wanted to change my ticket""",15th March 2023,TRUE,"  
The after sales service is very disappointing. Today I spent 58 minutes on the telephone, waiting for a representative of Aegean to talk to me. I wanted to change my ticket and unfortunately I didn¡¯t manage to do it ¨C although I waited for such a long time.",,Family Leisure,Economy Class,Tel Aviv to Athens,Mar-23,,,,,,,1,no
Aegean Airlines,5,"""crew was very friendly and helpful""",3rd March 2023,TRUE,"  The cabin crew was very friendly and helpful. Also at the check-in everything went smoothly. The complimentary snack served was a very small slice of pizza, a sesame cookie and a drink. The seats were too small for me. I am 1.92 m, 84 kg, and for me it was very uncomfortable.",A320,Family Leisure,Economy Class,Athens to Hamburg,Mar-23,1,5,2,5,,1,3,no
Aegean Airlines,1,"""fee to cancel was 45€/ticket""",15th February 2023,TRUE,"  We had made a FLEX (P) reservation, that we had to cancel due to pregnancy. The extra fee to cancel was 45€/ticket. This is something we already knew. What we didn't know is that the only way to cancel is through their Call Center. But in that case, which is actually the only possible case, there is an extra Call Center fee of 20€/ticket. At the same time, all the extra services you have purchased (even if there is no such clause in the ""Terms & Conditions"" we agreed on), meaning extra baggage, purchased selected seats etc, are turned into some kind of ""owed service"" valid for a year. Not a voucher valid for a year, the service must have been used, not purchased, in a year.  Finally, for some undetectable reason the refund had to take place, not automatically to the card we used to make the reservation, but we had to fill out another form, one for each ticket/passenger, with our bank account details, for the reimbursements to take place separately and via bank accounts. ",,Couple Leisure,Economy Class,Rome to Athens ,Feb-23,,,,,,,1,no
Aegean Airlines,1,"""Zero customer service""",9th February 2023,TRUE,"  Three passengers paid for extra legroom for both legs of our trip, Madrid - Athens and Athens - Larnaca. On the online system and on the reservations we were given extra legroom seats. At the ticket issuance at the airport these were changed to normal seats without any explanation. We were advised to write an email for refund. Wrote an email on June 19th 2022. Since then, wrote 4 more emails, phoned the airline 5 times and each time they told me they see the case and i am right but they cannot do anything about it because they are ticketing and customer service can only be contacted via email. Eight months later and no reply, no acknowledgement nor refund. Zero customer service, zero respect for client.",,Family Leisure,Economy Class,Madrid to Larnaca via Athens,Jun-22,1,1,1,1,,,1,no
Aegean Airlines,2,"""has no loyalty to its loyal clients""",13th January 2023,FALSE,  This company has scammed me severely on my last trip! I missed my connecting flight due to their delay and they rebooked everyone a ticket for free but not for me! I literally had to buy a new ticket and fly the next day. When I asked for a refund they stalled and never gave me a proper response! When I called customer service they told me to wait for customer service to review my request and they will respond in 7 days. Its been a month and nothing! They tried to say it was not their fault! This is an overpriced company that has no loyalty to its loyal clients! They try to mislead you treating you like an incompetent person! I will never fly with this airline again and I regret every penny I spent on them! Disgraceful!,,Solo Leisure,Economy Class,Paris to Munich via Athens,Dec-22,1,2,1,2,,1,2,no
Aegean Airlines,3,"""Super small space between seats""",9th January 2023,TRUE,"  Good things:  usually rather new planes, depending on the route, usually good schedules, depending on the route. Super small space between seats at row 10. If you fly with children, the family will be placed automatically at the very end of the plane. The automatic sitting system separates families and assign them seats randomly in different rows. If you¡¯re a frequent flyer with Aegean (Gold), forget about redeeming the upgrade vouchers if you fly with a child. They don¡¯t want children in business. Aegean became extraordinarily expensive and mediocre since the pandemic. A shame, as they were quite good. Greek competitor Sky Express offers a good service for cheaper prices.",,Family Leisure,Economy Class,Athens to Brussels,Jan-23,2,3,3,3,3,3,2,no
Aegean Airlines,5,"""told I was a standby passenger""",31st December 2022,TRUE,"  At airport check-in 3 hours early I was told I was a standby passenger, despite booking months in advance and receiving a confirmation. I was told this was the policy of overbooking flights by 10%",,Solo Leisure,Economy Class,London to Corfu via Athens,Dec-22,3,3,3,3,1,,3,no
Aegean Airlines,1,"""Very poor service""",18th December 2022,TRUE, Terrible service and handling of delayed and then cancelled flight. Understaffed to change boarding pass so we had to wait for hours in line. Very poor service.,,Solo Leisure,Economy Class,Santorini to Athens,Dec-22,2,1,1,1,1,1,1,no
Aegean Airlines,1,"""Never flying with them again""",13th November 2022,TRUE,"  The first flight from Zurich to Athens was perfect & without any problems. However the second flight back was horrible and unorganized. Everything started when the gate opened & the boarding started.  They started to weight luggage and created a huge queue. I had a hand luggage, which was taken by them, because the haven't had anymore space in the airplane. My Father had a hand luggage too, but they didn't take his with them. When we arrived in front of the airplane with the bus, they started to check, which luggage had a tag on it, so they can take it with them.  In the airplane they were organizing the luggage above our heads & trying to make more space. However my Father's luggage was too much, so I had to go in front of the Airplane to give it to them. They had to take it with them and store it with the other ones under us. The plane was almost 30 Minutes late.  Never flying with them again.",,Family Leisure,Economy Class,Athens to Zurich,Nov-22,4,5,4,1,,,1,no
